,Movie,Year,IMDB,Metascore,Votes,Runtime,Director,Genre
3601,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
3602,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
3603,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
3604,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
3605,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
3606,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
3607,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
3608,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
3609,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
3610,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
3611,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
3612,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
3613,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
3614,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
3615,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
3616,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
3617,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
3618,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
3619,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
3620,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
3621,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
3622,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
3623,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
3624,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
3625,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
3626,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
3627,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
3628,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
3629,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
3630,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
3631,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
3632,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
3633,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
3634,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
3635,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
3636,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
3637,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
3638,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
3639,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
3640,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
3641,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
3642,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
3643,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
3644,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
3645,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
3646,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
3647,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
3648,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
3649,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
3650,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
3651,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
3652,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
3653,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
3654,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
3655,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
3656,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
3657,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
3658,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
3659,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
3660,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
3661,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
3662,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
3663,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
3664,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
3665,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
3666,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
3667,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
3668,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
3669,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
3670,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
3671,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
3672,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
3673,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
3674,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
3675,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
3676,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
3677,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
3678,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
3679,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
3680,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
3681,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
3682,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
3683,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
3684,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
3685,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
3686,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
3687,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
3688,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
3689,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
3690,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
3691,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
3692,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
3693,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
3694,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
3695,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
3696,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
3697,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
3698,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
3699,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
3700,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
3701,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
3702,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
3703,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
3704,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
3705,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
3706,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
3707,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
3708,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
3709,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
3710,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
3711,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
3712,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
3713,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
3714,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
3715,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
3716,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
3717,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
3718,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
3719,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
3720,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
3721,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
3722,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
3723,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
3724,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
3725,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
3726,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
3727,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
3728,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
3729,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
3730,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
3731,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
3732,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
3733,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
3734,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
3735,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
3736,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
3737,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
3738,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
3739,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
3740,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
3741,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
3742,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
3743,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
3744,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
3745,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
3746,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
3747,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
3748,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
3749,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
3750,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
3751,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
3752,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
3753,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
3754,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
3755,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
3756,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
3757,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
3758,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
3759,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
3760,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
3761,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
3762,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
3763,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
3764,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
3765,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
3766,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
3767,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
3768,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
3769,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
3770,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
3771,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
3772,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
3773,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
3774,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
3775,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
3776,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
3777,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
3778,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
3779,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
3780,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
3781,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
3782,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
3783,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
3784,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
3785,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
3786,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
3787,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
3788,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
3789,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
3790,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
3791,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
3792,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
3793,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
3794,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
3795,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
3796,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
3797,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
3798,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
3799,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
3800,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
3801,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
3802,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
3803,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
3804,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
3805,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
3806,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
3807,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
3808,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
3809,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
3810,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
3811,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
3812,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
3813,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
3814,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
3815,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
3816,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
3817,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
3818,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
3819,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
3820,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
3821,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
3822,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
3823,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
3824,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
3825,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
3826,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
3827,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
3828,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
3829,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
3830,Death on the Nile,2022,6.3,52,172705,127 min,Kenneth Branagh,"Crime, Drama, Mystery"
3831,Barbarian,2022,7.0,78,161985,102 min,Zach Cregger,"Horror, Mystery, Thriller"
3832,Fantastic Beasts: The Secrets of Dumbledore,2022,6.2,47,159585,142 min,David Yates,"Adventure, Family, Fantasy"
3833,RRR,2022,7.8,83,157683,187 min,S.S. Rajamouli,"Action, Drama"
3834,Puss in Boots: The Last Wish,2022,7.8,73,156719,102 min,Joel Crawford,"Animation, Adventure, Comedy"
3835,Triangle of Sadness,2022,7.3,63,156105,147 min,Ruben Östlund,"Comedy, Drama"
3836,Babylon,2022,7.1,61,148317,189 min,Damien Chazelle,"Comedy, Drama, History"
3837,Scream,2022,6.3,60,147534,114 min,Matt Bettinelli-Olpin,"Horror, Mystery, Thriller"
3838,X,2022,6.6,79,147171,105 min,Ti West,"Horror, Mystery, Thriller"
3839,Morbius,2022,5.2,35,142809,104 min,Daniel Espinosa,"Action, Adventure, Horror"
3840,Smile,2022,6.5,68,142364,115 min,Parker Finn,"Horror, Mystery, Thriller"
3841,Turning Red,2022,7.0,83,141706,100 min,Domee Shi,"Animation, Adventure, Comedy"
3842,The Lost City,2022,6.1,60,141579,112 min,Aaron Nee,"Action, Adventure, Comedy"
3843,Hustle,2022,7.3,68,137238,117 min,Jeremiah Zagar,"Comedy, Drama, Sport"
3844,The Unbearable Weight of Massive Talent,2022,7.0,68,136056,107 min,Tom Gormican,"Action, Comedy, Crime"
3845,A Man Called Otto,2022,7.5,51,134723,126 min,Marc Forster,"Comedy, Drama"
3846,Don't Worry Darling,2022,6.3,48,131228,123 min,Olivia Wilde,"Drama, Mystery, Thriller"
3847,M3GAN,2022,6.4,72,126981,102 min,Gerard Johnstone,"Horror, Sci-Fi, Thriller"
3848,Lightyear,2022,6.1,60,118776,105 min,Angus MacLane,"Animation, Action, Adventure"
3849,The Pale Blue Eye,2022,6.6,56,115206,128 min,Scott Cooper,"Crime, Horror, Mystery"
3850,Brahmastra Part One: Shiva,2022,5.6,57,110008,167 min,Ayan Mukerji,"Action, Adventure, Fantasy"
3851,Where the Crawdads Sing,2022,7.2,43,108566,125 min,Olivia Newman,"Drama, Mystery, Romance"
3852,Guillermo del Toro's Pinocchio,2022,7.6,79,105476,117 min,Guillermo del Toro,"Animation, Drama, Family"
3853,The Fabelmans,2022,7.5,84,103788,151 min,Steven Spielberg,Drama
3854,The Batman,2022,7.8,72,736532,176 min,Matt Reeves,"Action, Crime, Drama"
3855,Top Gun: Maverick,2022,8.3,78,634206,130 min,Joseph Kosinski,"Action, Drama"
3856,Everything Everywhere All at Once,2022,7.8,81,482646,139 min,Daniel Kwan,"Action, Adventure, Comedy"
3857,Avatar: The Way of Water,2022,7.6,67,462939,192 min,James Cameron,"Action, Adventure, Fantasy"
3858,Doctor Strange in the Multiverse of Madness,2022,6.9,60,455443,126 min,Sam Raimi,"Action, Adventure, Fantasy"
3859,Glass Onion,2022,7.1,81,413170,139 min,Rian Johnson,"Comedy, Crime, Drama"
3860,Bullet Train,2022,7.3,49,388375,127 min,David Leitch,"Action, Comedy, Thriller"
3861,Thor: Love and Thunder,2022,6.2,57,379925,118 min,Taika Waititi,"Action, Adventure, Comedy"
3862,The Menu,2022,7.2,71,354485,107 min,Mark Mylod,"Comedy, Horror, Thriller"
3863,Black Panther: Wakanda Forever,2022,6.7,67,287135,161 min,Ryan Coogler,"Action, Adventure, Drama"
3864,Black Adam,2022,6.3,41,260758,125 min,Jaume Collet-Serra,"Action, Adventure, Fantasy"
3865,Nope,2022,6.8,77,245719,130 min,Jordan Peele,"Horror, Mystery, Sci-Fi"
3866,Uncharted,2022,6.3,45,238641,116 min,Ruben Fleischer,"Action, Adventure"
3867,The Northman,2022,7.0,82,237231,137 min,Robert Eggers,"Action, Adventure, Drama"
3868,The Banshees of Inisherin,2022,7.7,87,228743,114 min,Martin McDonagh,"Comedy, Drama"
3869,The Gray Man,2022,6.5,49,226234,122 min,Anthony Russo,"Action, Thriller"
3870,All Quiet on the Western Front,2022,7.8,76,224081,148 min,Edward Berger,"Action, Drama, War"
3871,The Adam Project,2022,6.7,55,220937,106 min,Shawn Levy,"Action, Adventure, Comedy"
3872,Elvis,2022,7.3,64,217384,159 min,Baz Luhrmann,"Biography, Drama, Music"
3873,Prey,2022,7.1,71,215260,100 min,Dan Trachtenberg,"Action, Adventure, Drama"
3874,Jurassic World Dominion,2022,5.6,38,192952,147 min,Colin Trevorrow,"Action, Adventure, Sci-Fi"
3875,The Whale,2022,7.7,60,182059,117 min,Darren Aronofsky,Drama
3876,Laal Singh Chaddha,2022,5.6,46,176776,159 min,Advait Chandan,"Comedy, Drama, Romance"
